Draft Class,Card Name,Rarity,Type,Card Class,Average,P(1 or more),P(2 or more),P(3 or more)
Warlock,Ironbeak Owl,common,Minion,neutral,0.14258,0.13266,0.00932,0.00057
Warlock,Chief Inspector,rare,Minion,neutral,0.14179,0.13244,0.00891,0.00042
Warlock,Frostwolf Warlord,basic,Minion,neutral,0.14077,0.13169,0.00869,0.00039
Warlock,Sea Giant,epic,Minion,neutral,0.13997,0.13133,0.00839,0.00025
Warlock,Curse of Weakness,rare,Spell,warlock,0.13932,0.13056,0.00848,0.00028
Warlock,Soul Infusion,rare,Spell,warlock,0.13694,0.12826,0.00836,0.00031
Warlock,Blood Knight,epic,Minion,neutral,0.13662,0.12852,0.00776,0.00031
Warlock,Cult Master,common,Minion,neutral,0.13649,0.12797,0.00813,0.00039
Warlock,Witchwood Piper,rare,Minion,neutral,0.13544,0.12709,0.0081,0.00025
Warlock,Blood Witch,rare,Minion,warlock,0.13183,0.12391,0.00759,0.00031
Warlock,Omega Agent,epic,Minion,warlock,0.13161,0.12285,0.00836,0.00039
Warlock,Golakka Crawler,rare,Minion,neutral,0.13006,0.12222,0.0076,0.00024
Warlock,Felsoul Inquisitor,common,Minion,neutral,0.1293,0.12169,0.00741,0.0002
Warlock,Lord Jaraxxus,legendary,Minion,warlock,0.12401,0.11723,0.00661,0.00017
Warlock,Rin the First Disciple,legendary,Minion,warlock,0.12129,0.11474,0.0064,0.00015
Warlock,Blood Imp,common,Minion,warlock,0.11836,0.11181,0.00632,0.00022
Warlock,Glinda Crowskin,legendary,Minion,warlock,0.11673,0.11082,0.00563,0.00028
Warlock,Lakkari Felhound,common,Minion,warlock,0.11235,0.10637,0.00576,0.00022
Warlock,Howlfiend,common,Minion,warlock,0.10948,0.10345,0.00584,0.00018
Warlock,Voodoo Doctor,basic,Minion,neutral,0.1077,0.10214,0.00539,0.00016
Warlock,Jungle Panther,common,Minion,neutral,0.10245,0.09763,0.00471,0.00011
Warlock,Ancient Brewmaster,common,Minion,neutral,0.10158,0.09666,0.00482,0.0001
Warlock,Gnomish Inventor,basic,Minion,neutral,0.10116,0.09636,0.00457,0.00021
Warlock,Darkscale Healer,basic,Minion,neutral,0.10102,0.09665,0.00427,0.0001
Warlock,Sanguine Reveler,common,Minion,warlock,0.10053,0.09622,0.00417,0.00014
Warlock,Razorfen Hunter,basic,Minion,neutral,0.10049,0.0961,0.00427,0.00012
Warlock,Stormwind Knight,basic,Minion,neutral,0.10039,0.09565,0.00457,0.00017
Warlock,Ironfur Grizzly,basic,Minion,neutral,0.09968,0.09512,0.00444,0.00012
Warlock,Ogre Magi,basic,Minion,neutral,0.09966,0.09533,0.00423,0.0001
Warlock,Venture Co. Mercenary,common,Minion,neutral,0.09953,0.09481,0.00454,0.00018
Warlock,Murloc Tidehunter,basic,Minion,neutral,0.09925,0.09426,0.00484,0.00015
Warlock,Kobold Geomancer,basic,Minion,neutral,0.09918,0.09492,0.00418,0.00008
Warlock,Wolfrider,basic,Minion,neutral,0.09915,0.09464,0.00435,0.00015
Warlock,Elven Archer,basic,Minion,neutral,0.09901,0.09441,0.00442,0.00017
Warlock,Southsea Deckhand,common,Minion,neutral,0.09892,0.0942,0.00456,0.00016
Warlock,Abusive Sergeant,common,Minion,neutral,0.09887,0.09447,0.00424,0.00014
Warlock,Dragonling Mechanic,basic,Minion,neutral,0.09876,0.09397,0.00466,0.00013
Warlock,Archmage,basic,Minion,neutral,0.09872,0.09411,0.00445,0.00015
Warlock,Oasis Snapjaw,basic,Minion,neutral,0.09871,0.09385,0.00468,0.00018
Warlock,Reckless Rocketeer,basic,Minion,neutral,0.09856,0.094,0.00441,0.00013
Warlock,Flesheating Ghoul,common,Minion,neutral,0.09848,0.09404,0.00429,0.00014
Warlock,Frozen Crusher,rare,Minion,neutral,0.09825,0.0939,0.0042,0.00015
Warlock,Ironforge Rifleman,basic,Minion,neutral,0.09807,0.09355,0.00437,0.00015
Warlock,Fen Creeper,common,Minion,neutral,0.09798,0.09355,0.00426,0.00016
Warlock,Gurubashi Berserker,basic,Minion,neutral,0.09789,0.09359,0.00418,0.00012
Warlock,Stormpike Commando,basic,Minion,neutral,0.09741,0.093,0.00429,0.00012
Warlock,Bluegill Warrior,basic,Minion,neutral,0.09701,0.09236,0.00452,0.00012
Warlock,Shrieking Shroom,rare,Minion,neutral,0.09698,0.0927,0.00413,0.00015
Warlock,Novice Engineer,basic,Minion,neutral,0.09663,0.09238,0.00413,0.00012
Warlock,Keening Banshee,rare,Minion,neutral,0.09606,0.09169,0.00419,0.00017
Warlock,Dread Corsair,common,Minion,neutral,0.09266,0.08827,0.00428,0.00011
Warlock,Scaleworm,rare,Minion,neutral,0.08941,0.08589,0.00343,0.00009
Warlock,Arfus,legendary,Minion,neutral,0.08906,0.08554,0.00345,0.00007
Warlock,Zilliax,legendary,Minion,neutral,0.08865,0.08507,0.00343,0.00014
Warlock,Night Prowler,rare,Minion,neutral,0.08777,0.08385,0.00382,0.0001
Warlock,Void Ripper,epic,Minion,neutral,0.08765,0.08391,0.00362,0.00012
Warlock,Witch's Cauldron,epic,Minion,neutral,0.08697,0.08347,0.00342,0.00008
Warlock,Omega Defender,epic,Minion,neutral,0.0867,0.08316,0.00344,0.00009
Warlock,Seaforium Bomber,epic,Minion,neutral,0.08618,0.08251,0.00349,0.00018
Warlock,Worgen Infiltrator,common,Minion,neutral,0.0846,0.08117,0.00332,0.00011
Warlock,Bloodworm,common,Minion,neutral,0.0805,0.07726,0.00321,0.00003
Warlock,Corpse Raiser,rare,Minion,neutral,0.07835,0.07567,0.00263,0.00005
Warlock,Kobold Monk,rare,Minion,neutral,0.07818,0.07541,0.00269,0.00008
Warlock,Wax Elemental,common,Minion,neutral,0.07752,0.07491,0.00252,0.00009
Warlock,Primalfin Lookout,common,Minion,neutral,0.07727,0.07402,0.00313,0.00012
Warlock,Elise the Trailblazer,legendary,Minion,neutral,0.07707,0.0742,0.00284,0.00003
Warlock,Wretched Tiller,common,Minion,neutral,0.07556,0.07295,0.00254,0.00007
Warlock,Snowflipper Penguin,common,Minion,neutral,0.07551,0.07292,0.00256,0.00003
Warlock,Wyrmguard,common,Minion,neutral,0.07536,0.0727,0.0026,0.00006
Warlock,Faithful Lumi,common,Minion,neutral,0.07519,0.07262,0.0025,0.00007
Warlock,Goblin Bomb,common,Minion,neutral,0.07465,0.07202,0.00257,0.00006
Warlock,Sneaky Devil,common,Minion,neutral,0.07453,0.07173,0.00272,0.00008
Warlock,Ultrasaur,common,Minion,neutral,0.07437,0.07181,0.00252,0.00004
Warlock,Whirliglider,common,Minion,neutral,0.0741,0.07168,0.00237,0.00005
Warlock,Swamp Dragon Egg,common,Minion,neutral,0.07358,0.07066,0.00288,0.00004
Warlock,Night Howler,common,Minion,neutral,0.07338,0.07081,0.00249,0.00008
Warlock,Lord Godfrey,legendary,Minion,warlock,0.07069,0.06829,0.00238,0.00002
Warlock,Cauldron Elemental,common,Minion,neutral,0.07019,0.06803,0.0021,0.00006
Warlock,Blazecaller,epic,Minion,neutral,0.06814,0.06614,0.00198,0.00002
Warlock,Stampeding Kodo,rare,Minion,neutral,0.06735,0.0653,0.00202,0.00003
Warlock,Servant of Kalimos,rare,Minion,neutral,0.06722,0.06522,0.00197,0.00003
Warlock,Spellweaver,common,Minion,neutral,0.0672,0.06497,0.00216,0.00007
Warlock,Hungry Ettin,rare,Minion,neutral,0.06697,0.06493,0.002,0.00003
Warlock,Knife Juggler,rare,Minion,neutral,0.06644,0.06428,0.00213,0.00003
Warlock,Shallow Gravedigger,rare,Minion,neutral,0.06619,0.06411,0.00202,0.00006
Warlock,Deadscale Knight,common,Minion,neutral,0.06573,0.06355,0.00213,0.00005
Warlock,Wicked Skeleton,common,Minion,neutral,0.06544,0.0634,0.00198,0.00006
Warlock,Violet Teacher,rare,Minion,neutral,0.06538,0.06321,0.00211,0.00006
Warlock,Sabretooth Stalker,common,Minion,neutral,0.06459,0.06266,0.0019,0.00003
Warlock,Pit Lord,epic,Minion,warlock,0.06433,0.06235,0.00194,0.00004
Warlock,Ratcatcher,epic,Minion,warlock,0.06408,0.06201,0.00204,0.00003
Warlock,Carnivorous Cube,epic,Minion,neutral,0.06404,0.0622,0.0018,0.00004
Warlock,Silver Vanguard,common,Minion,neutral,0.06367,0.06169,0.0019,0.00008
Warlock,Spark Engine,rare,Minion,neutral,0.06297,0.06098,0.00197,0.00002
Warlock,Lost Spirit,common,Minion,neutral,0.06269,0.06097,0.0017,0.00002
Warlock,Lifedrinker,rare,Minion,neutral,0.06231,0.06045,0.00182,0.00004
Warlock,Galvanizer,rare,Minion,neutral,0.0621,0.06015,0.00187,0.00008
Warlock,Spark Drill,rare,Minion,neutral,0.06188,0.06027,0.00161,0
Warlock,Mechanical Whelp,rare,Minion,neutral,0.06025,0.05839,0.00179,0.00007
Warlock,Gentle Megasaur,epic,Minion,neutral,0.05957,0.05779,0.00177,0.00001
Warlock,Marin the Fox,legendary,Minion,neutral,0.05734,0.05581,0.00151,0.00002
Warlock,Baron Geddon,legendary,Minion,neutral,0.05651,0.05498,0.00146,0.00007
Warlock,Bright-Eyed Scout,epic,Minion,neutral,0.05553,0.05404,0.00147,0.00002
Warlock,Tol'vir Stoneshaper,rare,Minion,neutral,0.05354,0.05195,0.00156,0.00003
Warlock,Unpowered Steambot,common,Minion,neutral,0.05299,0.05181,0.00117,0.00001
Warlock,Skelemancer,common,Minion,neutral,0.05231,0.05092,0.00138,0.00001
Warlock,Darkmire Moonkin,common,Minion,neutral,0.05157,0.05042,0.00114,0.00001
Warlock,Clockwork Automaton,common,Minion,neutral,0.05138,0.05013,0.00124,0.00001
Warlock,Splitting Festeroot,epic,Minion,neutral,0.04971,0.04863,0.00108,0
Warlock,Injured Blademaster,rare,Minion,neutral,0.04928,0.04819,0.00107,0.00002
Warlock,Pint-Sized Summoner,rare,Minion,neutral,0.04906,0.04806,0.001,0
Warlock,Mindbreaker,rare,Minion,neutral,0.04837,0.04726,0.00111,0
Warlock,Crazed Alchemist,rare,Minion,neutral,0.04803,0.04699,0.00101,0.00003
Warlock,Emperor Cobra,rare,Minion,neutral,0.04726,0.04625,0.00099,0.00002
Warlock,Feral Gibberer,rare,Minion,neutral,0.04661,0.04558,0.00101,0.00002
Warlock,Gluttonous Ooze,epic,Minion,neutral,0.04646,0.0454,0.00104,0.00002
Warlock,Onyxia,legendary,Minion,neutral,0.04639,0.0453,0.00109,0
Warlock,Scorp-o-matic,rare,Minion,neutral,0.04624,0.04536,0.00086,0.00002
Warlock,Gruul,legendary,Minion,neutral,0.04594,0.04496,0.00095,0.00003
Warlock,The Black Knight,legendary,Minion,neutral,0.04569,0.04478,0.0009,0.00001
Warlock,Ebon Dragonsmith,rare,Minion,neutral,0.04386,0.04304,0.00082,0
Warlock,Skull of the Man'ari,legendary,Weapon,warlock,0.04314,0.04224,0.00089,0.00001
Warlock,Alexstrasza,legendary,Minion,neutral,0.04291,0.04211,0.00079,0.00001
Warlock,Holomancer,epic,Minion,neutral,0.04285,0.04202,0.00083,0
Warlock,Corpsetaker,epic,Minion,neutral,0.04276,0.04191,0.00084,0.00001
Warlock,Crystallizer,epic,Minion,neutral,0.04264,0.04165,0.00097,0.00002
Warlock,Voodoo Doll,epic,Minion,neutral,0.04251,0.04166,0.00082,0.00002
Warlock,Mad Hatter,rare,Minion,neutral,0.04136,0.0405,0.00083,0.00003
Warlock,Cairne Bloodhoof,legendary,Minion,neutral,0.04095,0.0401,0.00084,0.00001
Warlock,Defender of Argus,rare,Minion,neutral,0.04038,0.03951,0.00085,0.00002
Warlock,Corrupting Mist,rare,Spell,warlock,0.04004,0.03926,0.00078,0
Warlock,Happy Ghoul,rare,Minion,neutral,0.03989,0.03901,0.00087,0.00001
Warlock,Stonetusk Boar,basic,Minion,neutral,0.0398,0.03921,0.00059,0
Warlock,War Golem,basic,Minion,neutral,0.03953,0.03878,0.00075,0
Warlock,The Lich King,legendary,Minion,neutral,0.03952,0.03869,0.00082,0.00001
Warlock,Raid Leader,basic,Minion,neutral,0.03928,0.03859,0.00065,0.00004
Warlock,Sunfury Protector,rare,Minion,neutral,0.03927,0.03847,0.0008,0
Warlock,Phantom Freebooter,rare,Minion,neutral,0.03885,0.0381,0.00075,0
Warlock,Booty Bay Bodyguard,basic,Minion,neutral,0.03819,0.03757,0.00061,0.00001
Warlock,Murloc Raider,basic,Minion,neutral,0.03819,0.03745,0.00073,0.00001
Warlock,Goldshire Footman,basic,Minion,neutral,0.03805,0.03742,0.00063,0
Warlock,Tauren Warrior,common,Minion,neutral,0.03781,0.03716,0.00065,0
Warlock,Lord of the Arena,basic,Minion,neutral,0.03768,0.03703,0.00065,0
Warlock,Priestess of Elune,common,Minion,neutral,0.03749,0.03682,0.00066,0.00001
Warlock,Windfury Harpy,common,Minion,neutral,0.03741,0.03674,0.00067,0
Warlock,Nightblade,basic,Minion,neutral,0.03703,0.03631,0.00072,0
Warlock,Frostwolf Grunt,basic,Minion,neutral,0.03676,0.03594,0.00079,0.00003
Warlock,Arcane Tyrant,epic,Minion,neutral,0.03507,0.03459,0.00047,0.00001
Warlock,Grimscale Oracle,basic,Minion,neutral,0.03476,0.03407,0.00069,0
Warlock,Illidan Stormrage,legendary,Minion,neutral,0.03342,0.0329,0.00052,0
Warlock,Nerubian Unraveler,epic,Minion,neutral,0.03337,0.03291,0.00046,0
Warlock,Core Hound,basic,Minion,neutral,0.03307,0.03256,0.00051,0
Warlock,Big Game Hunter,epic,Minion,neutral,0.03307,0.0324,0.00067,0
Warlock,Emerald Hive Queen,epic,Minion,neutral,0.03297,0.03253,0.00044,0
Warlock,Doomsayer,epic,Minion,neutral,0.03293,0.03244,0.00049,0
Warlock,Leper Gnome,common,Minion,neutral,0.03289,0.03233,0.00055,0.00001
Warlock,Thrallmar Farseer,common,Minion,neutral,0.03284,0.03236,0.00048,0
Warlock,Mogu'shan Warden,common,Minion,neutral,0.03281,0.03224,0.00056,0.00001
Warlock,Faceless Manipulator,epic,Minion,neutral,0.03246,0.03183,0.00063,0
Warlock,Clutchmother Zavas,legendary,Minion,warlock,0.03156,0.03096,0.00058,0.00002
Warlock,Young Dragonhawk,common,Minion,neutral,0.03095,0.03051,0.00044,0
Warlock,Harrison Jones,legendary,Minion,neutral,0.03077,0.0303,0.00046,0.00001
Warlock,Dalaran Mage,basic,Minion,neutral,0.03061,0.03019,0.00042,0
Warlock,Wisp,common,Minion,neutral,0.03019,0.02985,0.00034,0
Warlock,Shieldbearer,common,Minion,neutral,0.02988,0.02938,0.00048,0.00002
Warlock,Sandbinder,epic,Minion,neutral,0.02896,0.02853,0.00043,0
Warlock,Leeroy Jenkins,legendary,Minion,neutral,0.02841,0.02792,0.00049,0
Warlock,Malygos,legendary,Minion,neutral,0.02798,0.02757,0.00041,0
Warlock,Cruel Dinomancer,rare,Minion,warlock,0.02751,0.02718,0.00033,0
Warlock,Void Terror,rare,Minion,warlock,0.0273,0.02688,0.00042,0
Warlock,Ectomancy,epic,Spell,warlock,0.0272,0.02681,0.00039,0
Warlock,Felguard,rare,Minion,warlock,0.0269,0.02658,0.00032,0
Warlock,Treachery,epic,Spell,warlock,0.02679,0.02647,0.00032,0
Warlock,Silverback Patriarch,basic,Minion,neutral,0.02644,0.02618,0.00026,0
Warlock,Magma Rager,basic,Minion,neutral,0.02627,0.026,0.00027,0
Warlock,Hogger,legendary,Minion,neutral,0.02617,0.02591,0.00026,0
Warlock,Countess Ashmore,legendary,Minion,neutral,0.02506,0.02474,0.00032,0
Warlock,Imp Master,rare,Minion,neutral,0.02434,0.0241,0.00024,0
Warlock,Mana Wraith,rare,Minion,neutral,0.02424,0.024,0.00024,0
Warlock,Murloc Tidecaller,rare,Minion,neutral,0.02405,0.02383,0.00022,0
Warlock,Mana Addict,rare,Minion,neutral,0.02395,0.02369,0.00026,0
Warlock,Lightwarden,rare,Minion,neutral,0.02394,0.02374,0.0002,0
Warlock,Master Swordsmith,rare,Minion,neutral,0.02331,0.02311,0.0002,0
Warlock,Questing Adventurer,rare,Minion,neutral,0.02321,0.02297,0.00024,0
Warlock,Zola the Gorgon,legendary,Minion,neutral,0.02307,0.02284,0.00022,0.00001
Warlock,Demolisher,rare,Minion,neutral,0.02285,0.0227,0.00015,0
Warlock,Ravenholdt Assassin,rare,Minion,neutral,0.02252,0.02223,0.00029,0
Warlock,Master Oakheart,legendary,Minion,neutral,0.02243,0.02219,0.00024,0
Warlock,Prince Valanar,legendary,Minion,neutral,0.02234,0.02214,0.0002,0
Warlock,Deathwing,legendary,Minion,neutral,0.02226,0.02198,0.00028,0
Warlock,Ysera,legendary,Minion,neutral,0.02184,0.02152,0.00032,0
Warlock,Prince Taldaram,legendary,Minion,neutral,0.02182,0.02165,0.00017,0
Warlock,Secretkeeper,rare,Minion,neutral,0.02175,0.02157,0.00018,0
Warlock,Hemet Jungle Hunter,legendary,Minion,neutral,0.02155,0.02129,0.00026,0
Warlock,Spiritsinger Umbra,legendary,Minion,neutral,0.02152,0.02129,0.00023,0
Warlock,Abomination,rare,Minion,neutral,0.02146,0.02125,0.00021,0
Warlock,Grand Archivist,epic,Minion,neutral,0.02144,0.02118,0.00026,0
Warlock,Rummaging Kobold,epic,Minion,neutral,0.02095,0.02074,0.00021,0
Warlock,Prince Keleseth,legendary,Minion,neutral,0.01933,0.01918,0.00015,0
Warlock,Bloodbloom,epic,Spell,warlock,0.01918,0.01904,0.00014,0
Warlock,Young Priestess,rare,Minion,neutral,0.01907,0.01893,0.00014,0
Warlock,Devilsaur Egg,rare,Minion,neutral,0.01862,0.01847,0.00015,0
Warlock,Cataclysm,epic,Spell,warlock,0.01844,0.01832,0.00012,0
Warlock,Furbolg Mossbinder,rare,Minion,neutral,0.01765,0.01752,0.00013,0
Warlock,The Soularium,legendary,Spell,warlock,0.01683,0.01669,0.00014,0
Warlock,Gravelsnout Knight,rare,Minion,neutral,0.01682,0.01674,0.00008,0
Warlock,Hungry Crab,epic,Minion,neutral,0.01643,0.01632,0.00011,0
Warlock,Unpowered Mauler,rare,Minion,neutral,0.01635,0.01616,0.00019,0
Warlock,Southsea Captain,epic,Minion,neutral,0.01624,0.01613,0.00011,0
Warlock,Ticking Abomination,rare,Minion,neutral,0.01567,0.01558,0.00009,0
Warlock,Murloc Warleader,epic,Minion,neutral,0.01413,0.01401,0.00012,0
Warlock,Furnacefire Colossus,epic,Minion,neutral,0.01391,0.01388,0.00003,0
Warlock,Tomb Lurker,epic,Minion,neutral,0.01278,0.01268,0.0001,0
Warlock,Rattling Rascal,epic,Minion,neutral,0.01255,0.01245,0.0001,0
Warlock,Star Aligner,epic,Minion,neutral,0.01219,0.01208,0.00011,0
Warlock,Dr. Morrigan,legendary,Minion,warlock,0.01181,0.01175,0.00006,0
Warlock,Baleful Banker,epic,Minion,neutral,0.01123,0.01115,0.00008,0
Warlock,Captain Greenskin,legendary,Minion,neutral,0.01112,0.01104,0.00008,0
Warlock,Blood-Queen Lana'thel,legendary,Minion,warlock,0.01108,0.01106,0.00002,0
Warlock,King Mukla,legendary,Minion,neutral,0.01106,0.01103,0.00003,0
Warlock,Skulking Geist,epic,Minion,neutral,0.01096,0.01089,0.00007,0
Warlock,Nozdormu,legendary,Minion,neutral,0.0109,0.01086,0.00004,0
Warlock,Nat Pagle,legendary,Minion,neutral,0.01084,0.01076,0.00008,0
Warlock,Tinkmaster Overspark,legendary,Minion,neutral,0.01082,0.01074,0.00008,0
Warlock,Tortollan Primalist,epic,Minion,neutral,0.01072,0.01065,0.00007,0
Warlock,Bloodmage Thalnos,legendary,Minion,neutral,0.01069,0.01067,0.00002,0
Warlock,Drakkari Enchanter,epic,Minion,neutral,0.0103,0.01024,0.00006,0
Warlock,Bloodsail Corsair,rare,Minion,neutral,0.0093,0.00925,0.00005,0
Warlock,The Beast,legendary,Minion,neutral,0.00909,0.00905,0.00004,0
Warlock,Angry Chicken,rare,Minion,neutral,0.00896,0.00895,0.00001,0
Warlock,Ancient Mage,rare,Minion,neutral,0.0089,0.00885,0.00005,0
Warlock,Shimmering Courser,epic,Minion,neutral,0.00847,0.00846,0.00001,0
Warlock,Deathaxe Punisher,epic,Minion,neutral,0.00843,0.00843,0,0
Warlock,Meat Wagon,epic,Minion,neutral,0.00831,0.0083,0.00001,0
Warlock,Dragonhatcher,epic,Minion,neutral,0.00827,0.00825,0.00002,0
Warlock,Subject 9,legendary,Minion,neutral,0.0081,0.00807,0.00003,0
Warlock,Harbinger Celestia,legendary,Minion,neutral,0.00794,0.00792,0.00002,0
Warlock,Mecha'thun,legendary,Minion,neutral,0.00782,0.00781,0.00001,0
Warlock,Dollmaster Dorian,legendary,Minion,neutral,0.00758,0.00756,0.00002,0
Warlock,Ozruk,legendary,Minion,neutral,0.00669,0.00667,0.00002,0
Warlock,Azalina Soulthief,legendary,Minion,neutral,0.00634,0.00634,0,0
Warlock,Alarm-o-Bot,rare,Minion,neutral,0.00631,0.00631,0,0
Warlock,Arcane Golem,rare,Minion,neutral,0.00628,0.00623,0.00005,0
Warlock,Mountain Giant,epic,Minion,neutral,0.00607,0.00604,0.00003,0
Warlock,Coldlight Seer,rare,Minion,neutral,0.00599,0.00598,0.00001,0
Warlock,Gadgetzan Auctioneer,rare,Minion,neutral,0.00595,0.00594,0.00001,0
Warlock,The Voraxx,legendary,Minion,neutral,0.00567,0.00567,0,0
Warlock,The Darkness,legendary,Minion,neutral,0.00562,0.00562,0,0
Warlock,King Togwaggle,legendary,Minion,neutral,0.00532,0.00529,0.00003,0
Warlock,Lorewalker Cho,legendary,Minion,neutral,0.00446,0.00446,0,0
Warlock,Millhouse Manastorm,legendary,Minion,neutral,0.00434,0.00434,0,0
Warrior,Arcanite Reaper,basic,Weapon,warrior,1.42428,0.76909,0.42002,0.167
Warrior,Execute,basic,Spell,warrior,1.42386,0.76861,0.42017,0.1686
Warrior,Slam,common,Spell,warrior,1.41698,0.7672,0.41652,0.16752
Warrior,Woodcutter's Axe,common,Weapon,warrior,1.40437,0.76443,0.41351,0.16287
Warrior,Warpath,common,Spell,warrior,1.3893,0.75846,0.40809,0.16004
Warrior,Fiery War Axe,basic,Weapon,warrior,1.29477,0.73668,0.37392,0.13637
Warrior,Rocket Boots,common,Spell,warrior,1.12821,0.68596,0.3113,0.10121
Warrior,Weapons Project,common,Spell,warrior,1.12802,0.68443,0.31207,0.10136
Warrior,Lesser Mithril Spellstone,rare,Spell,warrior,1.07082,0.67973,0.29041,0.0813
Warrior,Forge of Souls,common,Spell,warrior,1.01202,0.64204,0.2695,0.07946
Warrior,Gemstudded Golem,common,Minion,warrior,0.99819,0.63851,0.26308,0.07685
Warrior,Kor'kron Elite,basic,Minion,warrior,0.99192,0.63664,0.26136,0.07491
Warrior,Cruel Taskmaster,common,Minion,warrior,0.98738,0.6346,0.2588,0.07494
Warrior,Tar Lord,common,Minion,warrior,0.98733,0.63467,0.25908,0.0746
Warrior,Arathi Weaponsmith,common,Minion,warrior,0.982,0.63481,0.25636,0.07279
Warrior,Unidentified Shield,common,Spell,warrior,0.97225,0.62934,0.25402,0.0709
Warrior,Ornery Direhorn,common,Minion,warrior,0.93835,0.61622,0.24027,0.06623
Warrior,Rabid Worgen,common,Minion,warrior,0.9047,0.60172,0.22879,0.06011
Warrior,Gorehowl,epic,Weapon,warrior,0.82959,0.58206,0.19747,0.04317
Warrior,Mountainfire Armor,rare,Minion,warrior,0.74389,0.54098,0.16728,0.03118
Warrior,Stoneskin Basilisk,common,Minion,neutral,0.7044,0.50984,0.15608,0.0325
Warrior,Cobalt Scalebane,common,Minion,neutral,0.70208,0.51007,0.15537,0.03148
Warrior,Fire Plume Phoenix,common,Minion,neutral,0.702,0.5093,0.15528,0.03175
Warrior,Bonemare,common,Minion,neutral,0.70104,0.50862,0.15533,0.03206
Warrior,Fire Fly,common,Minion,neutral,0.68566,0.50125,0.14893,0.03045
Warrior,Tar Creeper,common,Minion,neutral,0.68462,0.49981,0.14911,0.03084
Warrior,Plated Beetle,common,Minion,neutral,0.68284,0.49898,0.14918,0.02994
Warrior,Hyldnir Frostrider,common,Minion,neutral,0.68191,0.49832,0.14831,0.02965
Warrior,Supercollider,epic,Weapon,warrior,0.67768,0.50608,0.14249,0.02547
Warrior,Dragonslayer,common,Minion,neutral,0.67699,0.49601,0.14697,0.02915
Warrior,Shroom Brewer,common,Minion,neutral,0.67484,0.495,0.14664,0.02866
Warrior,Eggnapper,common,Minion,neutral,0.67458,0.49466,0.14588,0.02916
Warrior,Nesting Roc,common,Minion,neutral,0.67391,0.49512,0.14501,0.02909
Warrior,Deathspeaker,common,Minion,neutral,0.67381,0.49498,0.14468,0.02913
Warrior,Violet Wurm,common,Minion,neutral,0.66891,0.4941,0.14282,0.02763
Warrior,Eternium Rover,common,Minion,warrior,0.66416,0.48954,0.14187,0.02793
Warrior,Tuskarr Fisherman,common,Minion,neutral,0.66365,0.48886,0.14247,0.02791
Warrior,Glacial Shard,common,Minion,neutral,0.6336,0.47391,0.13139,0.02453
Warrior,Security Rover,rare,Minion,warrior,0.58737,0.45642,0.11217,0.01707
Warrior,Swift Messenger,common,Minion,neutral,0.58432,0.44491,0.11636,0.02034
Warrior,Dyn-o-matic,rare,Minion,warrior,0.5817,0.45206,0.11106,0.01675
Warrior,Battle Rage,common,Spell,warrior,0.5788,0.44271,0.11426,0.01936
Warrior,Stubborn Gastropod,common,Minion,neutral,0.5596,0.43346,0.10654,0.01739
Warrior,Blood Razor,common,Weapon,warrior,0.55848,0.43228,0.10671,0.01705
Warrior,Cursed Disciple,common,Minion,neutral,0.53877,0.42034,0.10037,0.01606
Warrior,Furious Ettin,common,Minion,neutral,0.53443,0.41665,0.10011,0.01592
Warrior,Mecharoo,common,Minion,neutral,0.53042,0.41366,0.09923,0.01552
Warrior,Tanglefur Mystic,common,Minion,neutral,0.52469,0.41206,0.09562,0.01507
Warrior,Wargear,common,Minion,neutral,0.52326,0.41053,0.09557,0.01531
Warrior,Electrowright,common,Minion,neutral,0.52238,0.41001,0.09562,0.01498
Warrior,Stonehill Defender,rare,Minion,neutral,0.52046,0.41636,0.0908,0.01217
Warrior,Spring Rocket,common,Minion,neutral,0.52033,0.40857,0.095,0.01496
Warrior,Rotten Applebaum,common,Minion,neutral,0.51916,0.40794,0.09478,0.0148
Warrior,Blackwald Pixie,common,Minion,neutral,0.51866,0.40778,0.0944,0.01467
Warrior,Piloted Reaper,common,Minion,neutral,0.51819,0.40818,0.09389,0.01411
Warrior,Toxicologist,common,Minion,neutral,0.51795,0.40763,0.09363,0.01486
Warrior,Ravencaller,common,Minion,neutral,0.51674,0.40705,0.09316,0.01459
Warrior,Town Crier,epic,Minion,warrior,0.51663,0.41375,0.08945,0.01226
Warrior,Saronite Chain Gang,rare,Minion,neutral,0.51575,0.41378,0.08894,0.0118
Warrior,Deranged Doctor,common,Minion,neutral,0.51559,0.4059,0.09283,0.01499
Warrior,Bone Drake,rare,Minion,neutral,0.51498,0.41295,0.08921,0.01187
Warrior,Cleave,basic,Spell,warrior,0.51027,0.4028,0.09171,0.01385
Warrior,Lone Champion,rare,Minion,neutral,0.5085,0.40938,0.08711,0.01119
Warrior,Gilnean Royal Guard,rare,Minion,neutral,0.506,0.40662,0.08699,0.01137
Warrior,Heroic Strike,basic,Spell,warrior,0.49968,0.39503,0.08946,0.01344
Warrior,Brawl,epic,Spell,warrior,0.47375,0.38522,0.07862,0.00904
Warrior,Arcane Dynamo,rare,Minion,neutral,0.46499,0.38139,0.07378,0.00893
Warrior,Kaboom Bot,common,Minion,neutral,0.45441,0.36826,0.07438,0.01062
Warrior,Cloakscale Chemist,common,Minion,neutral,0.45276,0.36594,0.07569,0.00991
